# t (s)	mx ()	my ()	mz ()	B_demagx (T)	B_demagy (T)	B_demagz (T)
3.726950981477976e-08	-0.98798454	0.14645709	-0.049366374	0.3559495	-0.052765325	0.017785639
3.737931723944293e-08	-0.99599963	-0.074483596	-0.049366258	0.3588372	0.026834833	0.017785598
3.7488951661129306e-08	-0.9553144	-0.29144052	-0.04936623	0.34417918	0.10499972	0.017785586
3.7598682126207124e-08	-0.86787117	-0.49433064	-0.049366117	0.31267524	0.17809667	0.017785545
3.770835086440754e-08	-0.7380475	-0.67294055	-0.04936617	0.26590258	0.24244595	0.017785566
3.781784553832085e-08	-0.57243925	-0.8184598	-0.049366295	0.20623751	0.29487342	0.017785609
3.792772796859354e-08	-0.37821758	-0.92439955	-0.04936629	0.13626364	0.33304125	0.017785609
3.8037003134582685e-08	-0.16664644	-0.9847802	-0.04936623	0.060039114	0.35479507	0.017785586
3.814671608576185e-08	0.05389316	-0.9973257	-0.04936619	-0.019416543	0.35931495	0.017785573
3.8256396596819695e-08	0.27173364	-0.96110564	-0.049366266	-0.09789977	0.3462656	0.017785598
3.836616913435764e-08	0.47645342	-0.8778128	-0.04936619	-0.1716559	0.316257	0.017785573
3.847581949680048e-08	0.65765727	-0.75169814	-0.049366195	-0.2369397	0.27082062	0.017785575
3.858544367958732e-08	0.8066972	-0.58889955	-0.049365837	-0.2906356	0.2121678	0.017785445
3.8695384152492764e-08	0.9165952	-0.39675713	-0.04936593	-0.33022946	0.14294304	0.01778548
3.88051586309695e-08	0.9814117	-0.18545645	-0.04936595	-0.35358146	0.06681596	0.017785488
3.891468270883731e-08	0.9981875	0.034420848	-0.04936597	-0.3596254	-0.012401089	0.017785493
3.902429130886904e-08	0.96626216	0.25278547	-0.049366027	-0.3481234	-0.09107315	0.017785512
3.913396080880241e-08	0.88710624	0.4589178	-0.049365927	-0.31960523	-0.16533819	0.017785478
3.9243767095032014e-08	0.76441574	0.6428311	-0.04936547	-0.2754025	-0.23159817	0.017785313
3.9353341841422156e-08	0.6046439	0.79496473	-0.049365766	-0.21784014	-0.28640863	0.017785419
3.9462799175808557e-08	0.41558594	0.9082133	-0.049365647	-0.14972666	-0.32720965	0.017785378
3.9572495200477996e-08	0.20582364	0.97734314	-0.049365755	-0.07415382	-0.35211563	0.017785417
3.9682205558877514e-08	-0.01403259	0.99868226	-0.04936588	0.00505564	-0.35980368	0.017785462
3.9791909322099774e-08	-0.23318982	0.9711774	-0.049365953	0.08401325	-0.3498943	0.017785488
3.990151982249219e-08	-0.4407744	0.8962594	-0.0493661	0.15880151	-0.32290295	0.017785542
4.001122345152178e-08	-0.6269859	0.77746487	-0.049366355	0.2258895	-0.2801038	0.017785633
4.012094707668912e-08	-0.78255886	0.6206163	-0.049365845	0.2819391	-0.22359467	0.017785449
4.023057169764263e-08	-0.89975923	0.4335855	-0.04936589	0.32416385	-0.1562115	0.017785467
4.034015151618987e-08	-0.972999	0.22546847	-0.04936601	0.35055056	-0.08123143	0.017785508
4.044986825467024e-08	-0.99876237	0.0060729235	-0.049366057	0.35983253	-0.0021879433	0.017785525
4.0559512275863825e-08	-0.9757002	-0.21347645	-0.049365968	0.35152373	0.07691097	0.017785493
4.0669125684402014e-08	-0.90499866	-0.42254055	-0.049365953	0.3260515	0.15223224	0.017785488
4.0778698649879835e-08	-0.79016	-0.61090934	-0.049366105	0.28467757	0.22009745	0.017785542
4.088823297936663e-08	-0.6368293	-0.76942277	-0.049366023	0.22943586	0.27720642	0.017785512
4.0997750605041584e-08	-0.45247984	-0.8904072	-0.049366068	0.16301872	0.32079446	0.01778553
4.1107474299747177e-08	-0.24567306	-0.968095	-0.04936625	0.08851069	0.34878376	0.017785596
4.121745463994544e-08	-0.026328847	-0.9984337	-0.04936623	0.009485716	0.35971415	0.017785586
4.132675096120891e-08	0.19295558	-0.979965	-0.049366217	-0.06951773	0.35306025	0.017785583
4.143648394963732e-08	0.4036789	-0.91356796	-0.049366068	-0.1454368	0.32913882	0.01778553
4.154618836058083e-08	0.5946027	-0.8025029	-0.04936604	-0.21422252	0.28912446	0.01778552
4.1655998466666554e-08	0.7565857	-0.65202844	-0.04936627	-0.27258152	0.2349118	0.017785605
4.176625124016063e-08	0.8819153	-0.46881604	-0.049365874	-0.31773505	0.1689043	0.01778546
4.187582444574034e-08	0.9633216	-0.26376984	-0.049366057	-0.34706396	0.09503058	0.017785525
4.1985634979340267e-08	0.9977495	-0.045375537	-0.049366113	-0.35946763	0.016347827	0.017785545
4.2095339199027e-08	0.9833245	0.17503113	-0.049366042	-0.35427058	-0.063059926	0.01778552
4.220494621287744e-08	0.92088467	0.38669682	-0.049366105	-0.3317749	-0.13931853	0.017785542
4.2314770616543965e-08	0.81323236	0.5798416	-0.049366247	-0.2929901	-0.20890443	0.017785594
4.2424511447938826e-08	0.66584593	0.7444543	-0.049366683	-0.23988992	-0.26821083	0.01778575
4.2534495749867844e-08	0.48544368	0.87287307	-0.049366307	-0.17489488	-0.31447732	0.017785614
4.264376783263876e-08	0.28255802	0.9579792	-0.049366314	-0.10179956	-0.34513927	0.017785616
4.2753607215102406e-08	0.06481971	0.99667525	-0.0493662	-0.02335314	-0.35908055	0.017785575
4.286330365361107e-08	-0.15581118	0.9865526	-0.049366202	0.0561354	-0.35543364	0.017785575
4.297303341529901e-08	-0.36888513	0.9281631	-0.049366016	0.13290136	-0.33439714	0.017785508
4.30826301582438e-08	-0.5636877	0.8245115	-0.049365982	0.20308453	-0.29705372	0.017785499
4.319192692338105e-08	-0.7305643	0.68105716	-0.0493662	0.26320657	-0.24537018	0.017785575
4.330172426873595e-08	-0.8624857	0.50366795	-0.04936639	0.310735	-0.18146071	0.017785642
4.3411412959673906e-08	-0.9520882	0.30181322	-0.049366325	0.3430168	-0.10873679	0.01778562
4.352115455606842e-08	-0.99514914	0.085095555	-0.04936632	0.35853076	-0.030658092	0.01778562
4.363094247007447e-08	-0.9894948	-0.13587895	-0.049366284	0.35649365	0.048954256	0.017785607
4.3740625907355944e-08	-0.9354478	-0.35000044	-0.049366355	0.33702165	0.1260976	0.017785633
4.385026285406028e-08	-0.83571965	-0.546933	-0.049366605	0.30109176	0.19704816	0.017785722
4.396019822803697e-08	-0.6947356	-0.7175692	-0.049367	0.25029826	0.2585247	0.017785862
4.4069692905669986e-08	-0.52038926	-0.85250103	-0.049366735	0.18748504	0.30713773	0.017785769
4.4179733927388184e-08	-0.3196448	-0.9462506	-0.04936668	0.11516112	0.34091368	0.017785748
4.4289534982327176e-08	-0.1036543	-0.9933875	-0.049366467	0.03734441	0.3578961	0.017785672
4.4399103980669444e-08	0.11694915	-0.9919102	-0.049366362	-0.042134255	0.35736385	0.017785637
4.450875038564332e-08	0.3319938	-0.94198895	-0.049366202	-0.1196102	0.3393783	0.017785575
4.4618462748398645e-08	0.5309315	-0.8459756	-0.049366456	-0.19128317	0.30478674	0.017785668
4.4728396370305985e-08	0.7042164	-0.70826715	-0.049366474	-0.253714	0.2551734	0.017785676
4.4838254500089075e-08	0.8428348	-0.5359035	-0.049366403	-0.30365518	0.19307446	0.01778565
